dataset,condition,param_type,param_value,rotation_seed,rotation_cols_hash,p_cell,n_test,acc_sa,acc_ea,f1_sa,f1_ea,nll_sa,nll_ea,ece_sa,ece_ea,seed,n_estimators,use_hierarchical,sa_checkpoint,ea_checkpoint
nomao,feature_rotation_kdim_context,k_subspace,8.0,459696.0,730606.0,,6893,0.9299289133903961,0.88945306833019,0.9108314036971399,0.8567623862818248,0.19389676662657682,0.25227976530664836,0.053374055350931926,0.023140980243406144,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,feature_rotation_kdim_both,k_subspace,8.0,959329.0,159146.0,,6893,0.9653271434788916,0.9630059480632526,0.9574356937223587,0.9547383510444172,0.09463169959329538,0.09979915423176475,0.009784485049298287,0.004625239817407465,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,feature_rotation_kdim_context,k_subspace,8.0,959329.0,159146.0,,6893,0.9022196431162048,0.8547802118090817,0.8748608242479876,0.8009745360853617,0.24761493637037468,0.3232370564369494,0.020441394386280464,0.0252210917760616,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,feature_rotation_kdim_both,k_subspace,8.0,177643.0,991841.0,,6893,0.9647468446249818,0.9612650515015233,0.9567630670156082,0.9525217739231964,0.0959072847712937,0.1009628589804444,0.006964460791376561,0.0054923126231633404,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,feature_rotation_kdim_context,k_subspace,8.0,177643.0,991841.0,,6893,0.942115189322501,0.9310895110982156,0.9269581444383017,0.9121277959627376,0.1586579661901478,0.1928817264270112,0.03455538345355179,0.04588540071986606,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,uninformative_features_shuffled,n_add,50.0,,,,6893,0.9537211664006964,0.9492238502828957,0.9428172823126537,0.9374069620799647,0.12356365155775188,0.12626357252772918,0.014571937692540626,0.009677602619421317,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,label_poison,frac,0.1,,,,6893,0.9619904250689105,0.954591614681561,0.9533180577630378,0.94423967777362,0.17476904842712526,0.1778102186603769,0.09084667342158442,0.0821531243513133,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,context_poison,frac,0.05,,,,6893,0.9673581894675758,0.9646017699115044,0.9600389828138447,0.9566710826185578,0.09311754357115679,0.09719882243748255,0.009329233229393748,0.00554748824419937,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
nomao,context_poison,frac,0.1,,,,6893,0.9663426664732337,0.964456695198027,0.9587643816276576,0.9564338374950678,0.09402208909401623,0.09784929589470975,0.008023792473269897,0.006346979456682569,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
madelon,clean,none,0.0,,,,520,0.65,0.6557692307692308,0.6499948224086155,0.6557068403667825,0.645598126228751,0.6612395004137661,0.08452475093878234,0.10616821646690369,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
madelon,cell_outliers_tabpfn_test,outlier_factor,5.0,,,0.02,520,0.6096153846153847,0.5538461538461539,0.5943105084954208,0.4915625684856454,0.6658692483590262,0.6774974443496553,0.05476835645162144,0.0534384067241962,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
madelon,cell_outliers_tabpfn_test,outlier_factor,10.0,,,0.02,520,0.6192307692307693,0.5403846153846154,0.6033653846153846,0.4737800359902614,0.6665776300658506,0.6785521514968287,0.06661835496242231,0.06990093451279861,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
madelon,cell_outliers_tabpfn_test,outlier_factor,50.0,,,0.02,520,0.5980769230769231,0.5576923076923077,0.5847962376457014,0.48787338996985474,0.6661976444497841,0.6798072546305091,0.06301943911955904,0.06551925402421216,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
madelon,feature_rotation_pairs_both,angle_deg,45.0,983043.0,,,520,0.6384615384615384,0.65,0.6384133982334926,0.649953396162211,0.6557339189704383,0.6658449345625804,0.07845806513841332,0.10570537975201239,42,32,True,checkpoints_mini_tabicl_stage2_sa/step-1000.ckpt,checkpoints_mini_tabicl_stage2_ea_row_icl/step-1000.ckpt
