task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,n_valid_folds,error
219,151,electricity,0.0,Binary,45312,8,2,1.3554608306908562,0.8448808473080318,0.8402080327512755,0.8448808473080318,0.8429845205443733,0.8381638776577427,0.9223418388008112,0.35153160304509834,3.5585364419966936,12.589098900964018,40780.0,4532.0,42,10,
219,151,electricity,1.0,Binary,45312,8,2,1.3554608306908562,0.8398058252427184,0.834653599091091,0.8398058252427184,0.8383765902563902,0.8321185892121474,0.917585663176154,0.3606400179288448,3.7597945900051855,12.716061581973918,40780.0,4532.0,42,10,
219,151,electricity,2.0,Binary,45312,8,2,1.3554608306908562,0.8384462591039505,0.8328509397905126,0.8384462591039505,0.8378728471690766,0.8297199009224325,0.9169719976682001,0.3622152467779248,3.68522241699975,12.807235605025198,40781.0,4531.0,42,10,
219,151,electricity,3.0,Binary,45312,8,2,1.3554608306908562,0.8408739792540278,0.8359109844549332,0.8408739792540278,0.8391950300093571,0.8335997877137118,0.9198168691839577,0.35555364216379864,3.7191426520003006,12.751461769046728,40781.0,4531.0,42,10,
219,151,electricity,4.0,Binary,45312,8,2,1.3554608306908562,0.8371220481129993,0.8312242663135976,0.8371220481129993,0.8370873453954923,0.8277521457901205,0.9226770919808894,0.3498864450938044,3.788933670031838,12.784115172980819,40781.0,4531.0,42,10,
219,151,electricity,5.0,Binary,45312,8,2,1.3554608306908562,0.8375634517766497,0.8317676520026556,0.8375634517766497,0.8373448440402295,0.8284080641675577,0.9209354193531409,0.35469144420500964,3.6615212539909407,12.858375389012508,40781.0,4531.0,42,10,
219,151,electricity,6.0,Binary,45312,8,2,1.3554608306908562,0.849702052527036,0.8450388995872624,0.849702052527036,0.8483232723595769,0.8427012034606971,0.9260481934532568,0.3423908689511193,3.813956819009036,12.894938361016102,40781.0,4531.0,42,10,
219,151,electricity,7.0,Binary,45312,8,2,1.3554608306908562,0.8466122268814831,0.8409625039992384,0.8466122268814831,0.8472467273732882,0.8372537278791765,0.925739414545907,0.3471944883544612,4.014026199991349,12.81534772500163,40781.0,4531.0,42,10,
219,151,electricity,8.0,Binary,45312,8,2,1.3554608306908562,0.8404325755903774,0.8348645815800462,0.8404325755903774,0.8399715504978662,0.8316807518926523,0.9188707732358374,0.3573926536499909,3.561419448000379,12.809285886003636,40781.0,4531.0,42,10,
219,151,electricity,9.0,Binary,45312,8,2,1.3554608306908562,0.8450673140587067,0.8402729653541656,0.8450673140587067,0.8434038921672928,0.8380287742184533,0.9235954254121085,0.34812200388817277,3.4862078889855184,12.794385191984475,40781.0,4531.0,42,10,
2074,182,satimage,0.0,Multiclass,6430,36,6,2.4496,0.9035769828926905,0.8865269461331818,0.9035769828926905,0.8932708671981472,0.8833960442160675,0.9903462740547381,0.21430934523389883,3.7558490430237725,1.7497795399976894,5787.0,643.0,42,10,
2074,182,satimage,1.0,Multiclass,6430,36,6,2.4496,0.9300155520995335,0.9146701080262569,0.9300155520995335,0.9215337707966942,0.9093172809962837,0.9935627663588845,0.1799701065645413,3.570024207991082,1.6820857610437088,5787.0,643.0,42,10,
