checkpoint_name,checkpoint_path,checkpoint_sha256,variant,checkpoint,dataset,dataset_key,dataset_name,resolved_dataset_id,resolved_task_id,dataset_version,input_spec,seed,test_size,stratified,n_train,n_test,case_id,case,severity,scope,condition,param_type,param_value,applies_to,p_cell,rotation_seed,rotation_cols_hash,acc,f1_macro,nll,ece,brier,collapse_top1,d_eff,cos_mean,cos_p95,neff_mean,neff_std,purity_top1,purity_top5,n_estimators,batch_size,use_hierarchical,device
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.6076923076923076,0.6076865042382285,0.6822253847777427,0.09199242202135233,0.4890945218146784,0.15588323920784733,17.706543393237517,0.9445708756852855,0.9753798716030085,2049.917484694261,7.915672653536693,0.5,0.5007692307692307,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6346153846153846,0.6346153846153846,0.6433173342877193,0.0987444256360714,0.4512953254343788,0.11090669223205417,21.76596161907738,0.9406089414391506,0.9695794916984629,1799.1051660977878,266.06987384740785,0.5288461538461539,0.5419230769230768,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.6288461538461538,0.6257890831534243,0.6732841936064607,0.09958941225822154,0.4802206382164499,0.09491072709953607,21.329662301506087,0.9043116416458004,0.9441014127818091,2016.6803818922776,40.856820629464586,0.5,0.5019230769230769,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,feature_rotation_kdim_both_k_subspace_8_0_both,rotation_both_k8,8.0,train_and_test,feature_rotation_kdim_both,k_subspace,8.0,both,,234698.0,187e773713db,0.6423076923076924,0.642260064209732,0.6585244709965219,0.09812319301641907,0.4657744701454579,0.09509191933322172,21.256123595105716,0.9044772526994908,0.9441358910385652,1993.7209545428937,65.39480261741025,0.5019230769230769,0.5038461538461538,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.6346153846153846,0.6345937629445529,0.6520248689599549,0.09507113901468425,0.4594283454732117,0.09033050062216452,21.81669480102914,0.8831934221006845,0.9309803830906056,2032.183986722506,33.256732265843375,0.47884615384615387,0.5296153846153846,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.6326923076923077,0.6326257346930472,0.6521842832768099,0.07054572712916593,0.4597680517343808,0.08007502252680973,23.762398373281414,0.8913784723181828,0.933567656245135,2021.9959026630108,40.13424424949577,0.5057692307692307,0.5073076923076923,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.625,0.6244986835234911,0.6733794857883716,0.09572302687626615,0.48031695226989357,0.09747752767670792,21.843425061550384,0.8911873002890616,0.9352096603430669,2036.4425379826473,21.900414879876394,0.4980769230769231,0.49961538461538463,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.7288461538461538,0.7287970083336107,0.6065685174541636,0.14527871792133037,0.4166015874516536,0.16687543986249273,14.995561308478885,0.6664799792120872,0.8170591034797258,1671.7996407142052,338.99347779181306,0.4115384615384615,0.4457692307692308,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.6519230769230769,0.6509821226605753,0.6581146463798975,0.10846489060383577,0.46526214990052267,0.1538250805346458,12.803532995050075,0.758505656147509,0.9087041306279411,1994.1142974853515,40.27557573401063,0.5,0.5007692307692307,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.6615384615384615,0.6602518412924685,0.6628065579869988,0.1250170587347104,0.4698532293353181,0.09033050062216452,21.81669480102914,0.8831934221006845,0.9309803830906056,2034.0362220177283,26.576606688609328,0.5019230769230769,0.545,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_1485_v1__madelon,openml_1485_v1__madelon,madelon,1485,9976,1,9976,46,0.2,True,2080,520,feature_rotation_kdim_both_k_subspace_8_0_both,rotation_both_k8,8.0,train_and_test,feature_rotation_kdim_both,k_subspace,8.0,both,,234698.0,187e773713db,0.6346153846153846,0.6346099794375657,0.6518339295967245,0.084790489421441,0.45925614849405527,0.09055282344164058,21.799063510848473,0.8832737285031232,0.9309834007260277,2032.5312795785758,33.180199507811125,0.49423076923076925,0.5265384615384616,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.973767526006332,0.973367420686676,0.07080148286215102,0.013057414221580315,0.04177887728418851,0.13975795112987144,14.576426209106057,0.7169385323346026,0.8571068419998752,1187.3970445469022,584.19239597017,0.03564453125,0.04267578125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.9579375848032564,0.9572420194897189,0.10240903966949658,0.012110783012136512,0.06258139399773069,0.11030193094977976,19.650122516849816,0.7261299305398391,0.8406740147560805,1268.8710483834147,636.0912963054662,0.0546875,0.057031250000000006,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.9366802351876978,0.9355006751237727,0.15881442262366752,0.03246095777905833,0.0926450593636887,0.061394718863732926,30.96006284171745,0.7261910496263424,0.8159286482489045,1345.1209373623133,803.75263875218,0.091796875,0.09482421875000001,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.973767526006332,0.973367420686676,0.07080148286215102,0.013057414221580315,0.04177887728418851,0.13975795112987144,14.576426209106057,0.7169385323346026,0.8571068419998752,1187.3970445469022,584.19239597017,0.03564453125,0.04267578125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.973767526006332,0.973367420686676,0.07080148286215102,0.013057414221580315,0.04177887728418851,0.13975795112987144,14.576426209106057,0.7169385323346026,0.8571068419998752,1187.3970445469022,584.19239597017,0.03564453125,0.04267578125,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.9638172772501131,0.9632736453938407,0.16345944855555788,0.08644938107692834,0.0688815745817761,0.13975795112987144,14.576426209106057,0.7169385323346026,0.8571068419998752,2877.7117082178593,1324.6922563848054,0.03857421875,0.0408203125,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.9488919041157847,0.9479972716795635,0.12632781041766597,0.016860241266679326,0.07545916350017255,0.16560412379530612,12.261583403776703,0.763943949773662,0.8945680783565914,4989.765946626663,948.9278313571292,0.09423828125,0.09941406250000001,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.9366802351876978,0.9355006751237727,0.144157145106152,0.01787025307918881,0.0865320738593039,0.1296542092524351,17.8661730249776,0.7238568271926492,0.8463424278215321,4595.77127468586,963.1582129357434,0.1240234375,0.13408203125,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.9298959746720941,0.9284716469460427,0.19294073010655502,0.050609986634342886,0.10846590215827816,0.06854111428659736,26.87784999251461,0.7437427378716078,0.834111173748991,4184.868779182434,1266.8872673045873,0.27978515625,0.28427734375,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.9488919041157847,0.9479972716795635,0.12632781041766597,0.016860241266679326,0.07545916350017255,0.16560412379530612,12.261583403776703,0.763943949773662,0.8945680783565914,4989.765946626663,948.9278313571292,0.09423828125,0.09941406250000001,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.9488919041157847,0.9479972716795635,0.12632781041766597,0.016860241266679326,0.07545916350017255,0.16560412379530612,12.261583403776703,0.763943949773662,0.8945680783565914,4989.765946626663,948.9278313571292,0.09423828125,0.09941406250000001,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.9389416553595658,0.9379751451735069,0.20655291336489934,0.09582587511816587,0.09947337282912959,0.16560412379530612,12.261583403776703,0.763943949773662,0.8945680783565914,6364.845483779907,1110.8794913447005,0.17236328125,0.2041015625,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.9692446856625961,0.9687685397067548,0.08359573029380901,0.015248145279653562,0.04900903327362849,0.15978167763120962,12.500655495406296,0.7670080075386455,0.8951615881434754,4138.843166351318,706.4238150903838,0.18994140625,0.23105468750000002,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.9497964721845319,0.949013440477662,0.11711355311390881,0.015288649345080466,0.06962204228576992,0.1263758330051552,17.81716352365921,0.7461509675592889,0.8641242871995484,4445.699035048485,704.6528805615808,0.07421875,0.0798828125,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.9298959746720941,0.9286165837482725,0.18476895707209484,0.04405884659705471,0.10467951938468154,0.0813478988503371,25.425831055342137,0.786567428647136,0.8641128700899559,4479.898221731186,808.1568731999595,0.11962890625,0.1259765625,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.9692446856625961,0.9687685397067548,0.08359573029380901,0.015248145279653562,0.04900903327362849,0.15978167763120962,12.500655495406296,0.7670080075386455,0.8951615881434754,4138.843166351318,706.4238150903838,0.18994140625,0.23105468750000002,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.9692446856625961,0.9687685397067548,0.08359573029380901,0.015248145279653562,0.04900903327362849,0.15978167763120962,12.500655495406296,0.7670080075386455,0.8951615881434754,4138.843166351318,706.4238150903838,0.18994140625,0.23105468750000002,32,8,True,cuda
EA-FULL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_row_icl/step-1000.ckpt,0e3a62a7734d264ffad27949abe9c6b2821df9b83b6cb90650d081aba562b9d3,EA,EA-FULL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,42,0.2,True,8844,2211,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.9534147444595206,0.9526988784175924,0.17846033533349023,0.08771065981449554,0.08090808647094098,0.15978167763120962,12.500655495406296,0.7670080075386455,0.8951615881434754,5201.210756897926,960.9208132160119,0.1923828125,0.20761718750000002,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.9733152419719584,0.972929292929293,0.07663532956136514,0.014176045214628443,0.04431770249507048,0.13742023580209708,14.078488441978632,0.7235730037538891,0.8610672821571445,1193.6717922389507,647.2830861088569,0.02978515625,0.03310546875,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.9552238805970149,0.9545046315531743,0.10323200206591608,0.012340293702686692,0.06271174615316456,0.1063838331986029,20.350057941227554,0.7022280706355533,0.8225582848369599,1091.2828754968941,647.9776453993588,0.06494140625,0.1103515625,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.937584803256445,0.9364998959417273,0.15258700711406822,0.02055690731736991,0.09102184035300895,0.0801481011785138,27.57702181928996,0.7266856689516611,0.8228971874158327,1236.6281168609858,681.3598292192353,0.06494140625,0.06494140625,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_10_0_both,outliers_both_fac10,10.0,train_and_test,cell_outliers_tabpfn,outlier_factor,10.0,both,0.02,,,0.9733152419719584,0.972929292929293,0.07663532956136514,0.014176045214628443,0.04431770249507048,0.13742023580209708,14.078488441978632,0.7235730037538891,0.8610672821571445,1193.6717922389507,647.2830861088569,0.02978515625,0.03310546875,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,cell_outliers_tabpfn_outlier_factor_50_0_both,outliers_both_fac50,50.0,train_and_test,cell_outliers_tabpfn,outlier_factor,50.0,both,0.02,,,0.9733152419719584,0.972929292929293,0.07663532956136514,0.014176045214628443,0.04431770249507048,0.13742023580209708,14.078488441978632,0.7235730037538891,0.8610672821571445,1193.6717922389507,647.2830861088569,0.02978515625,0.03310546875,32,8,True,cuda
SA,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_sa/step-1000.ckpt,251f8c768531710493e0ba289c70adbc191c3734ef67ab8e4136a7fb90bc54bf,SA,SA,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,icl_noisy_demo_labels_frac_0_1_train,label_noise_train_frac0.1,0.1,train_only,icl_noisy_demo_labels,frac,0.1,train,,,,0.9624604251469923,0.961925791882241,0.1645168047664146,0.08118889726486099,0.07211331345116172,0.13742023580209708,14.078488441978632,0.7235730037538891,0.8610672821571445,2832.9926136136055,1353.6529813233583,0.03955078125,0.039941406250000006,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,clean_none_0_0_none,clean,0.0,none,clean,none,0.0,none,,,,0.9479873360470376,0.9471518447334855,0.12584811979863192,0.014575483787119066,0.075968529722647,0.16402661678202335,13.857897251948014,0.7499450463374084,0.881757855914729,4612.97053706646,1016.893673256654,0.076171875,0.1078125,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,uninformative_features_shuffled_n_add_10_0_both,uninformative_both_n10,10.0,train_and_test,uninformative_features_shuffled,n_add,10.0,both,,,,0.942107643600181,0.9410728028064377,0.13844060815300613,0.013383633812214643,0.08414067287643585,0.15105898658050373,17.534254347812382,0.7252869481047995,0.8471353348869031,4618.951375126839,835.6890917058935,0.1396484375,0.14951171875000002,32,8,True,cuda
EA-ICL,/workspace/tabicl-lfs/checkpoints/mini_tabicl_stage2_ea_icl_only/step-1000.ckpt,de5d8a3deb6c6faaae22069487ca4a9d38e6e7663e22b80fe8123010b6370a2e,EA,EA-ICL,openml_4534_v1__PhishingWebsites,openml_4534_v1__PhishingWebsites,PhishingWebsites,4534,14952,1,14952,43,0.2,True,8844,2211,uninformative_features_shuffled_n_add_50_0_both,uninformative_both_n50,50.0,train_and_test,uninformative_features_shuffled,n_add,50.0,both,,,,0.9317051108095884,0.930591974713318,0.18646065121025376,0.0418906286527322,0.10440717224855385,0.09909119540399727,23.60294124403512,0.7459992762317905,0.8459690633241819,4390.855055332184,1075.0061918626575,0.1865234375,0.190234375,32,8,True,cuda
