episode,pair_loss,pdlc_nll,pdlc_acc,prior_nll,auc_head,auc_cos,C,H,T,split,topk,epochs_per_episode,pairs_per_epoch,hard_neg_frac,randomize_variant,warmup,mimic_weight_used,min_anchors_per_class_used,min_queries_per_class,anchor_max_ratio
403,1.456976,0.683947,0.570681,0.697082,0.504764,0.500138,2,9,323,132,132,3,2730,0.5,True,False,0.0,2,1,0.651515
404,1.442044,0.972442,0.662338,0.938678,0.530438,0.546525,4,17,378,224,224,3,2730,0.5,True,False,0.0,3,1,0.669643
405,1.448494,0.679661,0.591304,0.692460,0.477402,0.543101,2,11,394,164,164,3,2730,0.5,True,False,0.0,2,1,0.676829
406,1.455706,1.347129,0.357143,1.346607,0.504374,0.501970,4,22,344,288,288,3,2730,0.5,True,False,0.0,3,1,0.329861
407,1.448319,1.418918,0.365854,1.432659,0.564822,0.473231,4,6,177,54,54,3,2730,0.5,True,False,0.0,3,1,0.37037
408,1.439285,1.643663,0.307692,1.651337,0.568045,0.488794,6,20,278,239,239,3,2730,0.5,True,False,0.0,3,1,0.372385
409,1.453061,1.035049,0.555556,1.033451,0.530375,0.482926,4,17,182,155,155,3,2730,0.5,True,False,0.0,3,1,0.593548
410,1.449790,1.627091,0.247619,1.629689,0.483801,0.498026,6,24,375,270,270,3,2730,0.5,True,False,0.0,3,1,0.285185
411,1.460217,1.446998,0.378205,1.439195,0.511917,0.513824,5,8,199,43,43,3,2730,0.5,True,False,0.0,3,1,0.302326
412,1.455025,1.287280,0.445783,1.283199,0.547617,0.867430,4,31,254,171,171,3,2730,0.5,True,False,0.0,3,1,0.385965
413,1.454249,0.690207,0.544186,0.691638,0.504229,0.514847,2,23,336,121,121,3,2730,0.5,True,False,0.0,2,1,0.578512
414,1.446538,1.129096,0.600000,1.111251,0.555596,0.492528,5,20,260,205,205,3,2730,0.5,True,False,0.0,3,1,0.634146
415,1.455084,0.651723,0.709677,0.604743,0.494326,0.508128,2,27,208,115,115,3,2730,0.5,True,False,0.0,2,1,0.678261
416,1.456470,1.065483,0.437143,1.065115,0.514519,0.517447,3,26,393,43,43,3,2730,0.5,True,False,0.0,2,1,0.44186
417,1.455034,0.685915,0.584615,0.682837,0.432007,0.637259,2,14,240,175,175,3,2730,0.5,True,False,0.0,2,1,0.628571
418,1.450396,0.657119,0.697842,0.615350,0.490853,0.519533,2,5,249,110,110,3,2730,0.5,True,False,0.0,2,1,0.663636
419,1.451789,0.690885,0.535714,0.693971,0.491945,0.495689,2,19,198,170,170,3,2730,0.5,True,False,0.0,2,1,0.576471
420,1.460368,0.690770,0.589552,0.687564,0.522233,0.521067,2,25,163,29,29,3,2730,0.5,True,False,0.0,2,1,0.517241
421,1.454773,0.663949,0.660287,0.640936,0.518835,0.545888,2,14,239,30,30,3,2730,0.5,True,False,0.0,2,1,0.666667
422,1.454243,0.655555,0.717391,0.606617,0.500563,0.496520,2,31,257,119,119,3,2730,0.5,True,False,0.0,2,1,0.647059
423,1.436953,1.567828,0.333333,1.610784,0.497088,0.507727,5,5,326,293,293,3,2730,0.5,True,False,0.0,3,1,0.511945
424,1.453290,0.981328,0.387879,1.001193,0.606545,0.402049,3,28,186,21,21,3,2730,0.5,True,False,0.0,2,1,0.52381
425,1.448621,0.665673,0.653333,0.647168,0.487038,0.549601,2,31,254,179,179,3,2730,0.5,True,False,0.0,2,1,0.681564
426,1.450642,0.700189,0.445545,0.726025,0.498958,0.498098,2,26,202,101,101,3,2730,0.5,True,False,0.0,2,1,0.584158
427,1.442468,0.864035,0.687500,0.805930,0.550832,0.583607,4,14,295,151,151,3,2730,0.5,True,False,0.0,3,1,0.642384
428,1.454882,0.688964,0.544413,0.716956,0.476856,0.531902,2,16,390,41,41,3,2730,0.5,True,False,0.0,2,1,0.658537
429,1.453266,0.699199,0.379310,0.704246,0.481202,0.566756,2,6,158,71,71,3,2730,0.5,True,False,0.0,2,1,0.521127
430,1.450602,0.694629,0.485294,0.701655,0.495432,0.489588,2,31,261,125,125,3,2730,0.5,True,False,0.0,2,1,0.552
431,1.439087,1.724532,0.180000,1.741301,0.516482,0.517238,6,5,266,116,116,3,2730,0.5,True,False,0.0,3,1,0.327586
432,1.473718,0.649071,0.732143,0.586882,0.467164,0.820175,2,23,384,328,328,3,2730,0.5,True,False,0.0,2,1,0.682927
433,1.450618,0.683200,0.594203,0.675503,0.501610,0.481685,2,24,304,235,235,3,2730,0.5,True,False,0.0,2,1,0.604255
434,1.462316,1.123433,0.597015,1.092746,0.476720,0.451237,4,27,382,114,114,3,2730,0.5,True,False,0.0,3,1,0.5
435,1.445691,0.693195,0.523810,0.692098,0.482362,0.504705,2,10,174,132,132,3,2730,0.5,True,False,0.0,2,1,0.530303
436,1.459425,0.623845,0.791045,0.533722,0.501017,0.512944,2,31,338,70,70,3,2730,0.5,True,False,0.0,2,1,0.7
437,1.457547,0.681539,0.582915,0.688581,0.466507,0.510194,2,25,273,74,74,3,2730,0.5,True,False,0.0,2,1,0.648649
438,1.458321,1.240705,0.323651,1.243519,0.531465,0.577811,4,12,318,77,77,3,2730,0.5,True,False,0.0,3,1,0.38961
439,1.441875,1.313936,0.570000,1.281622,0.509862,0.632892,5,10,260,160,160,3,2730,0.5,True,False,0.0,3,1,0.5125
440,1.460564,1.755515,0.309524,1.760292,0.483710,0.525948,6,27,171,129,129,3,2730,0.5,True,False,0.0,3,1,0.302326
441,1.458340,0.869494,0.712329,0.806327,0.514514,0.487766,3,21,311,165,165,3,2730,0.5,True,False,0.0,2,1,0.654545
442,1.443208,0.680508,0.724138,0.655638,0.507832,0.488273,2,16,363,247,247,3,2730,0.5,True,False,0.0,2,1,0.546559
443,1.435589,0.692181,0.540541,0.694696,0.504279,0.536146,2,4,296,185,185,3,2730,0.5,True,False,0.0,2,1,0.589189
444,1.445116,0.666306,0.663265,0.639425,0.498631,0.487564,2,8,281,85,85,3,2730,0.5,True,False,0.0,2,1,0.647059
445,1.426945,0.689574,0.556962,0.697998,0.499677,0.511233,2,5,282,203,203,3,2730,0.5,True,False,0.0,2,1,0.630542
446,1.455458,0.697051,0.516779,0.757420,0.518556,0.464600,2,23,178,29,29,3,2730,0.5,True,False,0.0,2,1,0.689655
447,1.450983,0.683073,0.659091,0.665633,0.509213,0.494261,2,14,258,214,214,3,2730,0.5,True,False,0.0,2,1,0.551402
448,1.435288,0.667044,0.660819,0.642195,0.523454,0.610880,2,7,389,218,218,3,2730,0.5,True,False,0.0,2,1,0.688073
449,1.452962,0.696811,0.500000,0.729166,0.498656,0.525395,2,21,252,220,220,3,2730,0.5,True,False,0.0,2,1,0.631818
450,1.449617,0.686729,0.600000,0.676541,0.514667,0.505303,2,21,244,154,154,3,2730,0.5,True,False,0.0,2,1,0.558442
451,1.464944,0.692138,0.524138,0.693049,0.476369,0.485237,2,32,198,53,53,3,2730,0.5,True,False,0.0,2,1,0.54717
452,1.455706,0.692563,0.541667,0.691567,0.505930,0.502163,2,32,369,321,321,3,2730,0.5,True,False,0.0,2,1,0.510903
453,1.452012,1.349324,0.485294,1.332882,0.482678,0.562822,6,19,256,120,120,3,2730,0.5,True,False,0.0,3,1,0.383333
454,1.464398,0.641217,0.767442,0.570902,0.489364,0.496746,2,16,283,111,111,3,2730,0.5,True,False,0.0,2,1,0.657658
455,1.456231,0.693269,0.500000,0.693147,0.487841,0.513087,2,25,128,32,32,3,2730,0.5,True,False,0.0,2,1,0.5
456,1.458352,0.693212,0.512195,0.698289,0.490682,0.506588,2,15,236,195,195,3,2730,0.5,True,False,0.0,2,1,0.564103
457,1.453022,1.491236,0.441558,1.486513,0.502089,0.521509,5,26,214,60,60,3,2730,0.5,True,False,0.0,3,1,0.316667
458,1.463019,1.327398,0.419643,1.326958,0.493036,0.515962,4,25,379,155,155,3,2730,0.5,True,False,0.0,3,1,0.4
459,1.444826,0.991770,0.390244,1.017475,0.500983,0.555860,3,9,172,90,90,3,2730,0.5,True,False,0.0,2,1,0.533333
460,1.444229,0.645577,0.772727,0.574127,0.517768,0.475133,2,20,146,124,124,3,2730,0.5,True,False,0.0,2,1,0.645161
461,1.439263,0.872622,0.666667,0.831504,0.528174,0.500368,3,16,292,235,235,3,2730,0.5,True,False,0.0,2,1,0.646809
462,1.454885,0.688202,0.569697,0.683517,0.519663,0.513316,2,8,334,169,169,3,2730,0.5,True,False,0.0,2,1,0.56213
463,1.447594,0.704281,0.478261,0.770736,0.509516,0.492607,2,29,181,158,158,3,2730,0.5,True,False,0.0,2,1,0.670886
464,1.455597,0.688499,0.571429,0.683070,0.481307,0.521888,2,27,134,64,64,3,2730,0.5,True,False,0.0,2,1,0.5625
465,1.446176,1.083628,0.500000,1.092641,0.476583,0.610837,3,8,143,123,123,3,2730,0.5,True,False,0.0,2,1,0.552846
466,1.458071,0.691492,0.537975,0.690261,0.511501,0.518423,2,22,184,26,26,3,2730,0.5,True,False,0.0,2,1,0.538462
467,1.450290,1.590633,0.279070,1.596266,0.527200,0.512519,5,22,134,91,91,3,2730,0.5,True,False,0.0,3,1,0.307692
468,1.446183,0.767255,0.788462,0.670079,0.494067,0.514765,3,29,359,307,307,3,2730,0.5,True,False,0.0,2,1,0.638436
469,1.441206,1.388235,0.451807,1.390158,0.558357,0.483820,5,25,356,190,190,3,2730,0.5,True,False,0.0,3,1,0.473684
470,1.454322,1.045053,0.480000,1.053064,0.515650,0.518365,3,17,156,56,56,3,2730,0.5,True,False,0.0,2,1,0.535714
471,1.456962,0.995228,0.556291,0.979440,0.495565,0.501777,3,26,261,110,110,3,2730,0.5,True,False,0.0,2,1,0.545455
472,1.445909,1.553618,0.244541,1.554125,0.478330,0.545117,5,15,297,68,68,3,2730,0.5,True,False,0.0,3,1,0.294118
473,1.451217,1.309164,0.444976,1.301846,0.510322,0.519668,4,29,264,55,55,3,2730,0.5,True,False,0.0,3,1,0.418182
474,1.435517,0.674990,0.635417,0.656242,0.524806,0.510830,2,6,120,24,24,3,2730,0.5,True,False,0.0,2,1,0.625
475,1.436386,0.704982,0.333333,0.739165,0.504537,0.500034,2,9,134,77,77,3,2730,0.5,True,False,0.0,2,1,0.558442
476,1.452691,0.694479,0.459459,0.697922,0.513190,0.502814,2,8,220,109,109,3,2730,0.5,True,False,0.0,2,1,0.522936
477,1.448478,1.010875,0.557895,1.009824,0.485290,0.532741,3,29,304,209,209,3,2730,0.5,True,False,0.0,2,1,0.61244
478,1.450464,0.685543,0.579710,0.680901,0.490630,0.493061,2,21,365,89,89,3,2730,0.5,True,False,0.0,2,1,0.595506
479,1.445982,0.647655,0.710425,0.602357,0.496917,0.503931,2,15,354,95,95,3,2730,0.5,True,False,0.0,2,1,0.694737
480,1.464788,1.342611,0.273469,1.347782,0.504935,0.515863,4,28,344,99,99,3,2730,0.5,True,False,0.0,3,1,0.353535
481,1.448858,0.696069,0.491667,0.711138,0.494518,0.488441,2,23,178,58,58,3,2730,0.5,True,False,0.0,2,1,0.586207
482,1.425535,1.709841,0.330233,1.708320,0.507067,0.497897,6,10,368,153,153,3,2730,0.5,True,False,0.0,3,1,0.333333
483,1.465910,0.680059,0.691176,0.657893,0.488441,0.521263,2,25,171,103,103,3,2730,0.5,True,False,0.0,2,1,0.553398
484,1.442294,0.679213,0.600000,0.681025,0.514281,0.500191,2,23,132,112,112,3,2730,0.5,True,False,0.0,2,1,0.660714
485,1.414090,0.693041,0.500000,0.693567,0.509015,0.501684,2,5,330,138,138,3,2730,0.5,True,False,0.0,2,1,0.514493
486,1.444633,0.687307,0.561224,0.689713,0.504313,0.505318,2,28,240,142,142,3,2730,0.5,True,False,0.0,2,1,0.605634
487,1.450169,1.515526,0.248980,1.514706,0.521669,0.546216,5,26,379,134,134,3,2730,0.5,True,False,0.0,3,1,0.291045
488,1.462043,1.557504,0.375000,1.567942,0.502972,0.561597,5,15,234,210,210,3,2730,0.5,True,False,0.0,3,1,0.342857
489,1.407567,0.665447,0.670732,0.634237,0.494650,0.506883,2,6,298,134,134,3,2730,0.5,True,False,0.0,2,1,0.686567
490,1.425198,0.677211,0.615942,0.666567,0.503647,0.497327,2,8,263,125,125,3,2730,0.5,True,False,0.0,2,1,0.632
491,1.447455,0.660108,0.681481,0.626245,0.506898,0.488301,2,12,168,33,33,3,2730,0.5,True,False,0.0,2,1,0.666667
492,1.472682,1.432314,0.400000,1.437173,0.487473,0.438371,5,22,140,100,100,3,2730,0.5,True,False,0.0,3,1,0.37
493,1.438775,0.676736,0.643836,0.656458,0.490986,0.494895,2,32,306,160,160,3,2730,0.5,True,False,0.0,2,1,0.59375
494,1.448214,0.672605,0.641509,0.652700,0.498288,0.512765,2,31,268,109,109,3,2730,0.5,True,False,0.0,2,1,0.633028
495,1.470717,1.211912,0.571429,1.189118,0.410741,0.667282,4,29,219,156,156,3,2730,0.5,True,False,0.0,3,1,0.557692
496,1.420121,0.709959,0.425926,0.779892,0.495744,0.501684,2,11,270,216,216,3,2730,0.5,True,False,0.0,2,1,0.643519
497,1.446164,0.788503,0.655172,0.762489,0.655292,0.628714,3,24,120,91,91,3,2730,0.5,True,False,0.0,2,1,0.626374
498,1.440830,0.693080,0.511364,0.711581,0.504073,0.499053,2,23,322,234,234,3,2730,0.5,True,False,0.0,2,1,0.606838
499,1.416715,1.246744,0.260870,1.265658,0.485764,0.605483,4,8,191,168,168,3,2730,0.5,True,False,0.0,3,1,0.434524
500,1.459942,1.049672,0.486726,1.074715,0.497344,0.490298,3,32,128,15,15,3,2730,0.5,True,False,0.0,2,1,0.6
1,2.057485,1.019468,0.558140,1.003934,0.516880,0.520652,3,30,310,95,95,3,2730,0.5,True,True,0.5,2,1,0.568421
2,2.010618,1.490321,0.509091,1.467350,0.621596,0.637412,6,20,306,196,196,3,2730,0.5,True,True,0.5,3,1,0.510204
